objectno;objectuid;objectname;year;month;day;externalid;drivingevents_avg_severity;drivingevents_braking_avg_severity;drivingevents_braking_count;drivingevents_count;drivingevents_forward_avg_severity;drivingevents_forward_count;drivingevents_steering_avg_severity;drivingevents_steering_count;ecostats_co2emission;ecostats_fuelusage;ecostats_idletime;ecostats_overrevvingtime;ecostats_wastedfuel;optidrive_indicator;optidrive_indicator_driving;optidrive_indicator_fuel;optidrive_indicator_idling;optidrive_indicator_speeding;orders_cancelled;orders_completed;orders_ontime;speedingevents_avg_violation;speedingevents_count;speedingevents_speedingtime;tripstats_count;tripstats_drivingtime;tripstats_mileage;tripstats_mileagebusiness;tripstats_mileageprivate;tripstats_usagetime;idVehiculo
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;15;;1.898;1.4;4;44;;;1.948;40;153700;58000;317;5698;500;0.625;0.234;0.96;0.567;0.82;;;;0.012;2;220;5;13809;174120;174120;0;36625;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;16;;1.602;1.5;11;51;;;1.63;40;169600;64000;;7405;;0.585;0.278;0.73;1.0;0.623;;;;0.015;4;860;4;12144;174660;174660;0;17565;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;17;;1.786;;;22;;;1.786;22;156350;59000;429;8757;500;0.612;0.298;0.944;0.502;0.775;;;;0.016;3;310;2;14414;176210;176210;0;19076;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;18;;1.873;1.3;4;52;;;1.921;48;237175;89500;1863;11956;1500;0.446;0.238;0.591;0.19;0.612;;;;0.015;11;1200;5;15666;231580;231580;0;39143;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;19;;1.576;1.16;5;17;;;1.75;12;223925;84500;2894;10130;1500;0.576;0.386;0.785;0.148;0.733;;;;0.029;7;420;6;18915;235600;235600;0;36609;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;20;;1.687;1.65;6;85;;;1.69;79;242475;91500;1028;12372;;0.465;0.252;0.561;0.328;0.675;;;;0.019;8;740;3;17041;233650;233650;0;34110;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;21;;1.524;2.05;2;21;;;1.468;19;239825;90500;7055;12680;3500;0.53;0.387;0.723;0.042;0.738;;;;0.019;5;550;5;20514;246040;246040;0;48362;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;22;;1.717;1.75;2;69;;;1.716;67;226575;85500;1176;11977;500;0.461;0.252;0.711;0.284;0.582;;;;0.016;12;1510;4;15959;231170;231170;0;34673;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;23;;1.463;1.44;5;27;;;1.468;22;219950;83000;1825;9782;1000;0.538;0.363;0.674;0.198;0.6;;;;0.052;6;630;5;16091;221080;221080;0;35680;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;24;;1.632;1.167;3;37;;;1.674;34;170925;64500;;7874;;0.613;0.289;0.694;1.0;0.585;;;;0.028;5;869;4;12464;173030;173030;0;16858;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;25;;1.828;1.78;5;50;;;1.833;45;176225;66500;1245;7321;;0.471;0.233;0.514;0.227;0.715;;;;0.021;5;389;5;12795;166540;166540;0;46575;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;26;;1.726;1.883;6;34;;;1.693;28;257050;97000;3057;11228;1500;0.46;0.304;0.438;0.153;0.603;;;;0.036;10;1080;7;20635;235920;205940;29980;36451;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;27;;1.847;2.7;3;19;;;1.688;16;208025;78500;1097;7762;500;0.604;0.316;0.817;0.326;0.762;;;;0.045;3;190;5;17997;220660;220660;0;36981;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;28;;1.973;;;40;;;1.973;40;303425;114500;5177;11703;2000;0.476;0.26;0.616;0.095;0.619;;;;0.04;9;1000;7;23402;297130;297130;0;53772;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;29;;1.568;1.45;4;22;;;1.594;18;235850;89000;339;9450;500;0.583;0.364;0.692;0.625;0.637;;;;0.034;9;784;5;18770;237550;237550;0;35453;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;30;;1.671;1.575;4;21;;;1.694;17;213325;80500;2535;9791;1000;0.521;0.341;0.803;0.157;0.691;;;;0.033;8;500;5;17542;224100;224100;0;34870;1-83646-466769142C;
3064;1-83646-466769142C;GEESINK RENAULT;2016;7;31;;2.088;;;8;;;2.088;8;169600;64000;1547;8267;1000;0.549;0.347;0.778;0.209;0.744;;;;0.027;3;300;2;14491;176790;176790;0;20023;1-83646-466769142C;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;1;;1.455;1.767;6;20;;;1.321;14;388225;146500;10342;8078;14500;0.467;0.388;0.161;0.0;0.615;;;;0.056;8;540;8;16464;160235;160235;0;75657;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;2;;1.554;1.488;8;37;;;1.572;29;410750;155000;2602;9890;5500;0.53;0.331;0.697;0.167;0.426;;;;0.08;15;1780;3;19140;205040;205040;0;39631;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;3;;1.7;2.011;9;57;;;1.642;48;431950;163000;319;10557;1000;0.616;0.275;0.969;0.659;0.402;;;;0.076;21;2450;4;20488;241625;241625;0;40384;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;4;;1.575;1.6;1;4;;;1.567;3;102025;38500;1211;2436;1500;0.59;0.395;1.0;0.084;0.386;;;;0.064;9;850;7;5020;67325;67325;0;22729;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;5;;1.73;1.62;5;43;;;1.745;38;398825;150500;;9478;;0.648;0.285;0.796;1.0;0.467;;;;0.081;12;1300;4;19578;207565;207565;0;40275;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;6;;1.467;1.85;2;6;;;1.275;4;233200;88000;;4599;;0.735;0.485;1.0;1.0;0.6;;;;0.047;6;560;2;12996;136465;136465;0;24175;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;7;;1.767;2.26;5;49;;;1.711;44;257050;97000;;7290;;0.631;0.243;0.777;1.0;0.465;;;;0.073;9;870;2;11405;133065;133065;0;21358;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;8;;1.743;1.9;7;60;;;1.723;53;275600;104000;4783;7542;4000;0.473;0.237;0.627;0.016;0.423;;;;0.059;12;1500;3;11054;134410;134410;0;26718;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;9;;1.825;1.8;3;4;;;1.9;1;246450;93000;;5036;;0.655;0.45;0.875;1.0;0.522;;;;0.048;11;910;3;12065;132825;132825;0;22642;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;10;;1.4;;;1;;;1.4;1;103350;39000;2189;2295;2500;0.615;0.618;1.0;0.024;0.527;;;;0.052;5;370;5;5437;69890;69890;0;13900;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;11;;1.333;;;3;;;1.333;3;218625;82500;1474;4460;2500;0.604;0.585;1.0;0.172;0.427;;;;0.06;13;1432;5;11138;125810;125810;0;24085;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;12;;1.7;1.567;3;7;;;1.8;4;242475;91500;335;5105;500;0.647;0.416;1.0;0.537;0.573;;;;0.053;6;610;4;12925;138655;138655;0;64684;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;13;;1.3;1.3;1;7;;;1.3;6;380275;143500;1731;7473;3000;0.601;0.576;0.917;0.256;0.445;;;;0.071;14;1880;4;20603;209380;209380;0;45076;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;14;;1.286;1.267;3;7;;;1.3;4;392200;148000;957;7339;500;0.632;0.585;0.923;0.394;0.521;;;;0.078;12;970;7;20924;216545;216545;0;51624;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;15;;1.1;;;1;;;1.1;1;159000;60000;6770;2288;8500;0.519;0.783;0.21;0.0;0.585;;;;0.062;4;250;3;6707;67090;67090;0;43603;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;16;;1.66;1.464;11;53;;;1.712;42;265000;100000;;7488;;0.619;0.261;0.701;1.0;0.412;;;;0.07;13;1410;3;11425;133525;133525;0;20799;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;17;;1.732;1.561;18;73;;;1.787;55;259700;98000;;7339;;0.61;0.237;0.736;1.0;0.394;;;;0.07;14;1510;3;10650;132710;132710;0;19984;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;18;;1.467;;;3;;;1.467;3;217300;82000;986;4462;2500;0.599;0.557;1.0;0.244;0.374;;;;0.077;13;1662;3;11032;125480;125480;0;22667;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;19;;1.54;1.729;7;49;1.6;1;1.507;42;249100;94000;376;7067;500;0.567;0.289;0.824;0.467;0.425;;;;0.069;10;1220;2;10991;132100;132100;0;19842;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;20;;1.642;1.508;12;66;;;1.672;54;266325;100500;3330;7352;3500;0.49;0.255;0.632;0.056;0.425;;;;0.069;10;1220;3;10994;130860;130860;0;44210;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;21;;1.783;1.16;5;53;;;1.848;48;258375;97500;468;7343;1000;0.549;0.235;0.752;0.415;0.405;;;;0.07;11;1460;2;11153;132975;132975;0;20350;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;22;;1.685;1.654;13;55;;;1.695;42;254400;96000;669;7189;1000;0.535;0.252;0.733;0.325;0.389;;;;0.077;12;1420;4;10936;129910;129910;0;33729;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;23;;1.579;1.386;14;57;;;1.642;43;251750;95000;443;7116;500;0.555;0.274;0.791;0.432;0.414;;;;0.071;10;1350;3;11299;131685;131685;0;20982;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;24;;1.89;1.95;6;63;;;1.884;57;251750;95000;392;7110;1000;0.553;0.21;0.788;0.445;0.392;;;;0.064;11;1690;4;10514;131490;131490;0;19590;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;25;;1.656;;;9;;;1.656;9;217300;82000;902;4580;1500;0.587;0.375;1.0;0.26;0.397;;;;0.066;12;1630;2;10952;125720;125720;0;22280;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;26;;1.05;1.05;2;2;;;;;117925;44500;586;2396;500;0.612;0.704;1.0;0.258;0.441;;;;0.062;4;780;3;7026;73070;73070;0;57402;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;27;;1.705;1.6;7;37;;;1.73;30;270300;102000;311;7583;1000;0.576;0.272;0.797;0.537;0.415;;;;0.07;11;1450;4;12028;141915;141915;0;52406;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;28;;;;;;;;;;2650;1000;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;29;;;;;;;;;;15900;6000;1019;284;500;0.65;1.0;0.944;0.0;0.549;;;;0.059;1;40;1;783;8785;8785;0;1098;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;9;30;;2.05;2.175;4;6;;;1.8;2;278250;105000;5079;5312;7500;0.446;0.363;0.491;0.017;0.465;;;;0.069;10;960;2;11838;129810;129810;0;22958;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;1;;1.666;1.78;10;50;;;1.638;40;345825;130500;2353;7618;1000;0.513;0.279;0.554;0.156;0.546;;;;0.057;8;870;4;16177;162140;162140;0;38928;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;2;;1.888;1.963;16;66;;;1.864;50;431950;163000;1184;10684;1000;0.542;0.225;0.897;0.325;0.394;;;;0.09;17;1983;8;19391;232195;232195;0;70906;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;3;;1.688;1.723;13;56;;;1.677;43;245125;92500;;7050;;0.634;0.25;0.863;1.0;0.403;;;;0.07;12;1420;3;10724;130180;130180;0;48489;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;4;;1.732;1.75;12;59;;;1.728;47;251750;95000;3051;6879;2500;0.504;0.234;0.804;0.061;0.392;;;;0.071;11;1500;4;10483;130535;130535;0;48164;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;5;;1.7;1.7;1;6;;;1.7;5;190800;72000;3030;3577;5000;0.496;0.375;0.694;0.034;0.407;;;;0.066;10;1124;4;8229;94625;94625;0;19487;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;6;;1.671;1.336;11;59;;;1.748;48;237175;89500;687;6933;1500;0.558;0.249;0.92;0.3;0.393;;;;0.074;11;1350;2;10047;129125;129125;0;18552;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;7;;1.417;1.3;1;6;;;1.44;5;218625;82500;2344;4446;4500;0.572;0.486;1.0;0.102;0.47;;;;0.058;11;1060;4;11138;125295;125295;0;24256;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;8;;1.762;1.78;5;39;;;1.759;34;184175;69500;699;5329;1000;0.55;0.244;0.7;0.266;0.549;;;;0.056;4;470;2;8747;91730;91730;0;17001;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;9;;1.765;1.58;10;55;;;1.807;45;262350;99000;848;6571;1500;0.547;0.241;0.862;0.292;0.429;;;;0.07;11;1270;5;11951;139610;139610;0;21812;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;10;;1.922;1.8;20;67;;;1.974;47;218625;82500;3233;5866;5000;0.459;0.205;0.242;0.039;0.588;;;;0.059;4;350;3;9143;92195;92195;0;18558;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;11;;1.875;1.7;1;4;;;1.933;3;168275;63500;2161;2827;3500;0.51;0.389;0.586;0.068;0.739;;;;0.035;1;140;5;7882;80060;80060;0;42187;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;12;;1.725;1.753;19;64;;;1.713;45;239825;90500;343;6867;500;0.581;0.239;0.914;0.484;0.401;;;;0.066;12;1560;4;10756;130180;130180;0;29611;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;13;;1.7;1.367;6;39;;;1.761;33;169600;64000;610;5904;1500;0.547;0.256;0.81;0.307;0.49;;;;0.076;7;560;7;9227;95075;95075;0;24648;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;14;;1.35;1.1;1;4;;;1.433;3;218625;82500;2807;4929;5000;0.612;0.566;1.0;0.083;0.499;;;;0.061;9;820;3;11538;126760;126760;0;25164;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;15;;1.5;;;1;;;1.5;1;200075;75500;1579;4522;2000;0.622;0.678;1.0;0.163;0.451;;;;0.064;11;1120;3;11342;125415;125415;0;22767;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;16;;1.71;1.714;7;40;;;1.709;33;181525;68500;1904;5762;3000;0.507;0.247;0.661;0.097;0.489;;;;0.075;6;540;3;8685;89130;89130;0;40639;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;17;;1.79;1.989;9;50;;;1.746;41;197425;74500;573;5371;1000;0.508;0.226;0.493;0.308;0.475;;;;0.074;7;610;2;8700;91130;91130;0;17470;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;18;;1.905;1.775;8;38;;;1.94;30;245127;92501;5359;6856;5000;0.5;0.226;0.803;0.0;0.394;;;;0.074;11;1340;4;10115;127575;127575;0;28270;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;19;;1.843;1.864;14;72;;;1.838;58;413400;156000;1267;10460;1500;0.549;0.238;0.871;0.32;0.412;;;;0.072;16;2400;4;20290;221310;221310;0;40665;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;20;;1.59;1.47;10;63;;;1.613;53;209350;79000;1363;5691;2500;0.47;0.268;0.466;0.144;0.478;;;;0.088;4;480;3;8673;95695;95695;0;30511;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;21;;1.217;1.3;1;6;;;1.2;5;219950;83000;1303;4523;2000;0.594;0.551;1.0;0.188;0.407;;;;0.063;11;1550;2;10854;125385;125385;0;22281;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;22;;1.55;1.56;5;6;;;1.5;1;188150;71000;336;3599;;0.554;0.43;0.604;0.456;0.658;;;;0.041;4;290;3;9404;90525;90525;0;19861;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;23;;1.843;2.633;3;7;;;1.25;4;233200;88000;899;4856;1500;0.557;0.372;0.973;0.269;0.502;;;;0.052;7;930;3;11375;130415;130415;0;21353;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;24;;1.673;1.75;2;11;;;1.656;9;265000;100000;3374;5203;6000;0.503;0.361;0.746;0.064;0.482;;;;0.058;10;1020;1;11823;135010;135010;0;26187;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;25;;1.618;2.167;3;11;;;1.413;8;235850;89000;4453;4936;5000;0.564;0.379;1.0;0.037;0.541;;;;0.046;8;850;2;12371;140015;140015;0;22911;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;27;;1.718;1.76;10;11;;;1.3;1;189475;71500;1190;3548;500;0.511;0.332;0.629;0.182;0.722;;;;0.053;2;130;3;9561;92215;92215;0;55526;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;28;;1.32;;;5;;;1.32;5;213325;80500;1793;4588;3000;0.585;0.535;1.0;0.136;0.42;;;;0.061;10;1444;3;10829;126000;126000;0;22335;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;29;;2.5;3.05;2;3;;;1.4;1;190800;72000;;3718;;0.619;0.371;0.591;1.0;0.617;;;;0.044;4;380;3;9475;91705;91705;0;20668;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;30;;1.618;1.406;17;66;;;1.692;49;249100;94000;;7261;;0.64;0.261;0.848;1.0;0.405;;;;0.081;12;1190;4;11094;132575;132575;0;49053;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;8;31;;1.689;1.364;11;56;;;1.769;45;280900;106000;300;8089;500;0.556;0.253;0.766;0.542;0.405;;;;0.067;11;1610;3;11829;144535;144535;0;22666;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;1;;1.782;1.863;8;28;;;1.75;20;400150;151000;5096;9314;9000;0.503;0.297;0.63;0.061;0.458;;;;0.076;15;1340;4;17464;193055;193055;0;69922;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;2;;1.3;1.1;2;3;;;1.7;1;328600;124000;3075;5816;5000;0.674;0.663;1.0;0.137;0.656;;;;0.054;7;460;6;18655;193695;193695;0;51724;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;3;;1.925;1.3;1;8;;;2.014;7;235850;89000;;5381;;0.672;0.335;0.894;1.0;0.435;;;;0.054;12;1380;4;10262;127040;127040;0;20525;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;4;;1.925;2.329;7;32;;;1.812;25;374975;141500;4802;8365;7500;0.427;0.243;0.257;0.052;0.502;;;;0.062;11;1052;3;15255;158390;158390;0;38859;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;5;;1.649;1.8;10;35;;;1.588;25;268975;101500;2863;7435;3500;0.516;0.285;0.68;0.079;0.449;;;;0.067;11;1080;3;11373;132160;132160;0;32616;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;6;;;;;;;;;;265000;100000;708;7521;1500;0.649;1.0;0.834;0.327;0.424;;;;0.065;11;1410;3;11699;138535;138535;0;22381;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;12;;2.9;2.9;1;1;;;;;11925;4500;;156;;0.586;0.177;0.298;1.0;1.0;;;;;;;2;699;5105;5105;0;14303;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;13;;1.678;1.629;14;50;;;1.697;36;312700;118000;8957;8060;9500;0.479;0.265;0.678;0.0;0.446;;;;0.061;13;1420;8;13014;153475;153475;0;54385;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;14;;1.632;1.175;4;50;;;1.672;46;255725;96500;1081;7400;1500;0.552;0.264;0.811;0.223;0.43;;;;0.066;12;1240;4;10886;132450;132450;0;20664;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;15;;1.525;1.52;15;55;;;1.528;40;278250;105000;1390;7540;2000;0.512;0.287;0.628;0.184;0.427;;;;0.066;12;1320;3;11304;133895;133895;0;34956;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;16;;1.607;1.533;6;45;;;1.618;39;246450;93000;7198;7206;5500;0.518;0.275;0.881;0.0;0.402;;;;0.062;13;1590;2;10357;131385;131385;0;18787;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;18;;;;;;;;;;10600;4000;636;117;500;0.641;1.0;0.424;0.0;1.0;;;;;;;1;711;4740;4740;0;1593;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;19;;;;;;;;;;11925;4500;1518;92;1500;0.553;1.0;0.0;0.0;1.0;;;;;;;2;805;2395;2395;0;9922;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;21;;;;;;;;;;21200;8000;1850;168;1500;0.591;1.0;0.0;0.0;1.0;;;;;;;3;1236;6315;6315;0;21095;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;22;;1.883;1.514;7;42;;;1.957;35;422675;159500;2962;9704;3500;0.522;0.257;0.616;0.141;0.444;;;;0.067;15;1820;5;18454;202120;202120;0;69070;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;23;;1.457;1.3;2;7;;;1.52;5;253075;95500;1156;5218;1000;0.584;0.464;0.94;0.235;0.517;;;;0.057;6;830;2;12374;138220;138220;0;23396;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;24;;1.456;1.4;1;9;;;1.463;8;215975;81500;1277;4732;3000;0.599;0.425;1.0;0.188;0.516;;;;0.057;6;720;2;10630;126145;126145;0;20652;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;25;;1.414;1.65;2;7;;;1.32;5;287525;108500;613;6228;1000;0.65;0.505;1.0;0.432;0.573;;;;0.05;8;780;5;15618;177790;177790;0;45477;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;26;;;;;;;;;;3975;1500;663;13;500;0.778;1.0;0.468;0.0;1.0;;;;;;;2;315;1800;1800;0;15830;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;27;;1.655;1.644;9;51;;;1.657;42;258375;97500;8798;6236;9500;0.459;0.258;0.385;0.0;0.484;;;;0.062;8;790;5;9975;114185;114185;0;40699;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;28;;1.638;1.657;7;71;;;1.636;64;400150;151000;2083;9593;3000;0.493;0.27;0.635;0.186;0.432;;;;0.068;16;1850;5;17096;193475;193475;0;40756;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;29;;1.833;1.67;10;52;;;1.871;42;267650;101000;;7506;;0.616;0.228;0.755;1.0;0.428;;;;0.068;10;1270;6;11507;135600;135600;0;49506;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;30;;1.92;2.533;3;5;;;1.0;2;296800;112000;2613;5778;4494;0.535;0.413;0.819;0.11;0.418;;;;0.062;13;1776;9;13131;154545;154545;0;69239;1-83646-72131DB646;
4033;1-83646-72131DB646;OMB IVECO AD260;2016;7;31;;1.487;1.433;3;15;;;1.5;12;359075;135500;3747;6676;7500;0.53;0.409;0.847;0.093;0.441;;;;0.076;16;1460;8;16622;189155;189155;0;40768;1-83646-72131DB646;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;1;;1.0;;;1;;;1.0;1;253458;95649;25085;23705;50816;0.623;0.862;0.0;0.0;1.0;;;;;;;8;9409;33579;33579;0;69335;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;2;;2.1;;;5;;;2.1;5;114438;43188;10314;12908;17964;0.619;0.313;1.0;0.0;1.0;;;;;;;9;6525;24669;24669;0;54943;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;3;;1.438;1.4;4;8;;;1.475;4;109823;41445;3856;12910;6496;0.698;0.42;1.0;0.016;1.0;;;;;;;11;8923;23865;23865;0;23344;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;4;;;;;;;;;;2584;976;594;;348;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;5;;1.55;;;4;;;1.55;4;117903;44494;13127;15786;24567;0.613;0.406;0.41;0.0;1.0;;;;;;;5;4758;19580;19580;0;52210;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;6;;1.133;1.2;1;3;;;1.1;2;223764;84442;14126;12705;23277;0.694;0.716;0.719;0.0;1.0;;;;;;;4;14064;41595;41595;0;46595;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;7;;;;;;;;;;121366;45799;6493;16159;9679;0.763;1.0;0.857;0.0;1.0;;;;;;;4;8925;23910;23910;0;36246;1-83646-72131DBA42;
4207;1-83646-72131DBA42;BUCHER CITY CAT 5000;2016;9;8;;1.675;1.1;2;12;;;1.79;10;260873;98446;18871;19456;43821;0.559;0.351;0.0;0.0;1.0;;;;;;;9;11413;33788;33788;0;55946;1-83646-72131DBA42;
